license_nbr,lic_status,business_name,business_name2,building,street_name,city,state,zip,swc_type,swc_sq_ft,swc_tables,swc_chairs,dohmh,lat,long,community_district,city_council_district,cd_url,app_id,app_swc_type,app_sq_ft,app_tables,app_chairs,app_status,app_status_date,expiration_date,app_too_date,submit_date,intake,intake_dd,dpqa,send_package_dd,cp,cp_dd,cb,cb_dd,hearing,hearing_dd,hearing_public,hearing_public_dd,cc,cc_dd,moo,moo_dd,issuance,issuance_dd,borough
1025180-DCA,Active,"GRILLO, LTD.",BOULEVARD SEAFOOD COMPANY,2745,BROADWAY,NEW YORK,NY,10025,Unenclosed,680,21,62,40715372,40.80096299720619,-73.96822230936685,107,6,http://www.nyc.gov/mcb7,7375-2019-RSWC,Unenclosed,680,21,62,Application Review Completed,2019-07-12T00:00:00Z,2020-12-15T00:00:00Z,NA,2019-02-11T00:00:00Z,Ready For Review,2019-02-11T00:00:00Z,Approved,2019-02-11T00:00:00Z,NA,NA,Review Period Expired,2019-04-02T00:00:00Z,Waived,2019-04-02T00:00:00Z,NA,NA,Review Period Expired,2019-04-23T00:00:00Z,Approved,2019-07-12T00:00:00Z,Issued,2019-07-12T00:00:00Z,Manhattan
2035682-DCA,Active,SERF TWO INC,BABALUCCI'S,331,LENOX AVE,NEW YORK,NY,10027,Unenclosed,248,12,26,50033801,40.80895509015452,-73.94491518382345,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,7908-2019-RSWC,Unenclosed,248,12,26,Application Review Completed,2019-08-05T00:00:00Z,2020-12-15T00:00:00Z,NA,2019-02-12T00:00:00Z,Ready For Review,2019-02-12T00:00:00Z,Approved,2019-02-13T00:00:00Z,NA,NA,Review Period Expired,2019-04-03T00:00:00Z,Waived,2019-04-03T00:00:00Z,NA,NA,Review Period Expired,2019-04-24T00:00:00Z,Approved,2019-08-05T00:00:00Z,Issued,2019-08-05T00:00:00Z,Manhattan
2077794-DCA,Active,SOUTH 4TH RESTAURANT COMPANY LLC,NA,321,STARR ST,BROOKLYN,NY,11237,Unenclosed,172,9,18,50080711,40.70806597348659,-73.92050777562476,304,34,http://www.nyc.gov/brooklyncb4,12704-2018-ASWC,Unenclosed,172,9,18,Application Review Completed,2018-11-16T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-07-13T00:00:00Z,Ready For Review,2018-07-13T00:00:00Z,Approved,2018-07-13T00:00:00Z,NA,NA,Review Period Expired,2018-09-05T00:00:00Z,Recommendation Issued,2018-09-05T00:00:00Z,SWC Public Hearing,2018-08-29T00:00:00Z,Review Period Expired,2018-09-26T00:00:00Z,Approved,2018-11-16T00:00:00Z,Issued,2018-11-16T00:00:00Z,Brooklyn
2070365-DCA,Active,390 BROOME RESTAURANT LLC,SEAMORE'S,390,BROOME ST,NEW YORK,NY,10013,Unenclosed,435,18,36,50033976,40.72074123956427,-73.99693716935184,102,1,http://www.nyc.gov/manhattancb2,4898-2018-ASWC,Unenclosed,435,18,36,Application Review Completed,2018-07-25T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-03-13T00:00:00Z,Ready For Review,2018-03-13T00:00:00Z,Approved,2018-03-13T00:00:00Z,Pending Review,2018-03-13T00:00:00Z,Review Period Expired,2018-05-02T00:00:00Z,Recommendation Issued,2018-05-02T00:00:00Z,SWC Public Hearing,2018-05-02T00:00:00Z,Review Period Expired,2018-05-23T00:00:00Z,Approved,2018-07-12T00:00:00Z,Issued,2018-07-25T00:00:00Z,Manhattan
1385339-DCA,Inactive,RED ROOSTER HARLEM LLC,RED ROOSTER HARLEM,310,MALCOLM X BLVD,NEW YORK,NY,10027,Unenclosed,493,20,40,41543410,40.8080960212873,-73.94497730406799,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,26424-2019-RSWC,Unenclosed,493,20,40,Pending Review,2020-05-28T00:00:00Z,2020-08-29T00:00:00Z,2020-08-29T00:00:00Z,2019-09-11T00:00:00Z,Ready For Review,2019-09-11T00:00:00Z,Issued Temp Op Letter,2019-09-11T00:00:00Z,Pending Review,2019-09-11T00:00:00Z,Pending Review,2019-09-11T00:00:00Z,Pending Review,NA,SWC Public Hearing,2019-10-30T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2004688-DCA,Active,ELEVATED 959 LLC,THE PULLMEN KITCHEN,959,2ND AVE,NEW YORK,NY,10022,Unenclosed,84,4,8,50002557,40.75551018636357,-73.96830535387916,106,4,http://cbsix.org,28635-2018-RSWC,Unenclosed,84,4,8,Application Review Completed,2019-04-08T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-20T00:00:00Z,Ready For Review,2018-11-20T00:00:00Z,Approved,2018-11-23T00:00:00Z,NA,NA,Review Period Expired,2019-01-10T00:00:00Z,Waived,2019-01-10T00:00:00Z,NA,NA,Review Period Expired,2019-01-31T00:00:00Z,Approved,2019-04-08T00:00:00Z,Issued,2019-04-08T00:00:00Z,Manhattan
2080055-DCA,Inactive,MBG TAVERNS ON 6TH CORP,NA,757,6TH AVE,NEW YORK,NY,10010,Unenclosed,270,10,20,NA,40.744839933113845,-73.9918258883533,104,3,http://www.nyc.gov/mcb4,2797-2020-RSWC,Unenclosed,270,10,20,Pending Review,2020-05-29T00:00:00Z,2020-06-29T00:00:00Z,2020-06-29T00:00:00Z,2020-02-06T00:00:00Z,Ready For Review,2020-02-06T00:00:00Z,Issued Temp Op Letter,2020-02-07T00:00:00Z,Pending Review,2020-02-07T00:00:00Z,Review Period Expired,2020-04-07T00:00:00Z,Waived,2020-04-07T00:00:00Z,NA,NA,Review Period Expired,2020-04-28T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1141700-DCA,Active,23RD & 9TH RESTAURANT CORP.,NA,368,W 23RD ST,NEW YORK,NY,10011,Enclosed,692,40,80,40852659,40.74620985045644,-74.00078675186687,104,3,http://www.nyc.gov/mcb4,19823-2019-RSWC,Enclosed,692,40,80,Application Review Completed,2019-05-15T00:00:00Z,2021-05-15T00:00:00Z,NA,2019-05-15T00:00:00Z,Ready For Review,2019-05-15T00:00:00Z,Approved,NA,Proceed,2019-05-15T00:00:00Z,Recommend Approval,2019-05-15T00:00:00Z,Waived,2019-05-15T00:00:00Z,NA,NA,Approved,2019-05-15T00:00:00Z,Approved,2019-05-15T00:00:00Z,Issued,2019-05-15T00:00:00Z,Manhattan
1027923-DCA,Inactive,"MARLOW, INC.",DINER,85,BROADWAY,BROOKLYN,NY,11249,Unenclosed,337,12,24,40675892,40.710693083625145,-73.96567549634209,301,34,http://www.nyc.gov/brooklyncb1,13026-2018-RSWC,Unenclosed,337,12,24,Application Review Completed,2019-03-22T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-14T00:00:00Z,Ready For Review,2018-09-14T00:00:00Z,Approved,2018-09-14T00:00:00Z,NA,NA,Review Period Expired,2018-11-14T00:00:00Z,Waived,2018-11-14T00:00:00Z,NA,NA,Review Period Expired,2018-12-05T00:00:00Z,Approved,2019-03-22T00:00:00Z,Issued,2019-03-22T00:00:00Z,Brooklyn
2028015-DCA,Active,MAYFAIR WEST AT CHELSEA MARKET LLC,NA,1187,AMSTERDAM AVE,NEW YORK,NY,10027,Unenclosed,247,6,18,50036696,40.8081515486211,-73.95980218931389,109,7,http://www.cb9m.org,17840-2019-RSWC,Unenclosed,247,6,18,Application Review Completed,2019-04-16T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-15T00:00:00Z,Ready For Review,2019-04-15T00:00:00Z,Approved,NA,Proceed,2019-04-16T00:00:00Z,Recommend Approval,2019-04-16T00:00:00Z,Recommendation Issued,2019-04-16T00:00:00Z,NA,NA,NA,NA,Approved,2019-04-16T00:00:00Z,Issued,2019-04-16T00:00:00Z,Manhattan
1331625-DCA,Active,JEMANYA CORP.,NA,57,S 5TH ST,BROOKLYN,NY,11211,Unenclosed,168,9,18,41330647,40.712274256204665,-73.96631674882731,301,33,http://www.nyc.gov/brooklyncb1,19290-2019-RSWC,Unenclosed,168,9,18,Application Review Completed,2019-10-11T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-07T00:00:00Z,Ready For Review,2019-05-07T00:00:00Z,Approved,2019-05-07T00:00:00Z,NA,NA,Review Period Expired,2019-06-27T00:00:00Z,Waived,2019-06-27T00:00:00Z,NA,NA,Review Period Expired,2019-07-18T00:00:00Z,NA,NA,Issued,2019-10-11T00:00:00Z,Brooklyn
1326142-DCA,Active,68TH ST CAFE INC.,SOLE BISTRO ITALIANO,2014,BROADWAY,NEW YORK,NY,10023,Unenclosed,285,14,28,41405148,40.775898327236284,-73.98195079792173,107,6,http://www.nyc.gov/mcb7,30447-2018-RSWC,Unenclosed,285,14,28,Application Review Completed,2019-04-18T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-12-04T00:00:00Z,Ready For Review,2018-12-04T00:00:00Z,Approved,2018-12-04T00:00:00Z,NA,NA,Review Period Expired,2019-01-24T00:00:00Z,Waived,2019-01-24T00:00:00Z,NA,NA,Review Period Expired,2019-02-14T00:00:00Z,Approved,2019-04-18T00:00:00Z,Issued,2019-04-18T00:00:00Z,Manhattan
2043057-DCA,Inactive,NEW INDIAN FOODS LLC,THE BOMBAY BREAD BAR,195,SPRING ST,NEW YORK,NY,10012,Unenclosed,175,11,22,50052263,40.72533596259931,-74.0031315904577,102,3,http://www.nyc.gov/manhattancb2,16701-2019-RSWC,Unenclosed,175,11,22,Pending Review,2019-11-27T00:00:00Z,2020-02-15T00:00:00Z,2020-02-15T00:00:00Z,2019-04-03T00:00:00Z,Ready For Review,2019-04-03T00:00:00Z,Issued Temp Op Letter,2019-04-10T00:00:00Z,Pending Review,2019-04-10T00:00:00Z,Review Period Expired,2019-05-30T00:00:00Z,Waived,2019-05-30T00:00:00Z,NA,NA,Review Period Expired,2019-06-20T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
2080940-DCA,Active,NINO AQ LLC,NA,3501,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,414,19,38,NA,40.77495778783558,-73.9086757053884,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,16560-2018-ASWC,Unenclosed,414,19,38,Application Review Completed,2019-05-02T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-10-22T00:00:00Z,Ready For Review,2018-10-22T00:00:00Z,Approved,2018-10-22T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Review Period Expired,2019-01-17T00:00:00Z,Approved,2019-05-02T00:00:00Z,Issued,2019-05-02T00:00:00Z,Queens
1035738-DCA,Inactive,MILL KOREAN RESTAURANT INC.,NA,2895,BROADWAY,NEW YORK,NY,10025,Unenclosed,168,7,18,40512129,40.80605646093442,-73.96561909457624,109,7,http://www.cb9m.org,35050-2019-RSWC,Unenclosed,168,7,18,Pending Review,2019-12-11T00:00:00Z,2020-03-11T00:00:00Z,2020-03-11T00:00:00Z,2019-12-11T00:00:00Z,Ready For Review,2019-12-11T00:00:00Z,Under Review,2019-12-11T00:00:00Z,Pending Review,2019-12-11T00:00:00Z,Recommend Approval,2020-01-22T00:00:00Z,Waived,2020-02-13T00:00:00Z,NA,NA,Review Period Expired,2020-03-05T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1255149-DCA,Inactive,DULJO CORP.,BROTHERS PIZZA,3050,14TH ST,ASTORIA,NY,11102,Unenclosed,126,6,12,41158746,40.76971717116486,-73.93104825991402,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,26328-2019-RSWC,Unenclosed,126,6,12,Application Review Completed,2020-05-14T00:00:00Z,2020-03-15T00:00:00Z,2020-03-15T00:00:00Z,2019-09-09T00:00:00Z,Ready For Review,2019-09-09T00:00:00Z,Process Completed,2019-09-10T00:00:00Z,NA,NA,Recommend Approval,2019-09-25T00:00:00Z,Waived,2019-09-25T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Queens
1219900-DCA,Active,"M AND G TOGETHER 4 EVER, LLC",NA,307,FLATBUSH AVE,BROOKLYN,NY,11217,Unenclosed,390,20,42,41127647,40.678411129288385,-73.97325599900674,308,35,http://www.brooklyncb8.org/,33879-2018-RSWC,Unenclosed,390,20,42,Application Review Completed,2019-06-20T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-12-27T00:00:00Z,Ready For Review,2018-12-27T00:00:00Z,Approved,2018-12-28T00:00:00Z,NA,NA,Review Period Expired,2019-02-21T00:00:00Z,Waived,2019-02-21T00:00:00Z,NA,NA,Review Period Expired,2019-03-14T00:00:00Z,Approved,2019-06-20T00:00:00Z,Issued,2019-06-20T00:00:00Z,Brooklyn
1283643-DCA,Inactive,JPS VENTURES INC.,NA,441,AMSTERDAM AVE,NEW YORK,NY,10024,Enclosed,224,5,16,41326189,40.78455711486663,-73.97714577794407,107,6,http://www.nyc.gov/mcb7,8278-2018-RSWC,Enclosed,224,5,16,Pending Review,2019-11-26T00:00:00Z,2020-03-17T00:00:00Z,2020-03-17T00:00:00Z,2018-05-10T00:00:00Z,Ready For Review,2018-05-10T00:00:00Z,Issued Temp Op Letter,2018-05-10T00:00:00Z,Pending Review,2018-05-10T00:00:00Z,Pending Review,2018-05-10T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2082430-DCA,Active,La Lafayette LLC,TACOMBI FORT GREENE,25,LAFAYETTE AVE,BROOKLYN,NY,11217,Unenclosed,487,7,28,NA,40.68709110048358,-73.97797966113848,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,18266-2018-ASWC,Unenclosed,487,7,28,Application Review Completed,2019-05-15T00:00:00Z,2021-12-15T00:00:00Z,NA,2018-12-17T00:00:00Z,Ready For Review,2018-12-21T00:00:00Z,Approved,2018-12-21T00:00:00Z,NA,NA,Recommend Approval,2019-02-04T00:00:00Z,Recommendation Issued,2019-02-21T00:00:00Z,SWC Public Hearing,2019-02-06T00:00:00Z,Review Period Expired,2019-03-14T00:00:00Z,Approved,2019-05-15T00:00:00Z,Issued,2019-05-15T00:00:00Z,Brooklyn
2086720-DCA,Active,SIRICHAI INC,NA,1611,2ND AVE,NEW YORK,NY,10028,Unenclosed,211,5,16,50072997,40.77640070219793,-73.95306233111398,108,5,http://www.cb8m.com/,4147-2019-ASWC,Unenclosed,211,5,16,Application Review Completed,2019-08-12T00:00:00Z,2021-12-15T00:00:00Z,NA,2019-04-11T00:00:00Z,Ready For Review,2019-04-11T00:00:00Z,Approved,2019-04-15T00:00:00Z,NA,NA,Review Period Expired,2019-06-06T00:00:00Z,Recommendation Issued,2019-06-06T00:00:00Z,SWC Public Hearing,2019-06-05T00:00:00Z,Review Period Expired,2019-06-27T00:00:00Z,Approved,2019-08-12T00:00:00Z,Issued,2019-08-12T00:00:00Z,Manhattan
2042126-DCA,Inactive,THE ELEMENT RESTAURANT GROUP INC,181 CABRINI,854,W 181ST ST,NEW YORK,NY,10033,Unenclosed,324,11,22,41351011,40.851081212158036,-73.93992100497887,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,19781-2018-RSWC,Unenclosed,324,11,22,Application Review Completed,2019-12-04T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-10-12T00:00:00Z,Ready For Review,2018-10-12T00:00:00Z,Approved,2018-10-12T00:00:00Z,NA,NA,Recommend Approval,2018-12-13T00:00:00Z,Waived,2018-12-13T00:00:00Z,NA,NA,Review Period Expired,2019-01-03T00:00:00Z,Approved,2019-12-04T00:00:00Z,Issued,2019-12-04T00:00:00Z,Manhattan
1026510-DCA,Active,STROKOS GOURMET DELI INC,NA,1090,AMSTERDAM AVE,NEW YORK,NY,10025,Enclosed,301,10,20,40705487,40.805388477572656,-73.96236849338429,109,7,http://www.cb9m.org,20851-2019-RSWC,Enclosed,301,10,20,Application Review Completed,2019-07-18T00:00:00Z,2021-05-15T00:00:00Z,NA,2019-05-28T00:00:00Z,Ready For Review,2019-05-28T00:00:00Z,Approved,NA,Proceed,2019-07-18T00:00:00Z,Review Period Expired,2019-07-18T00:00:00Z,Waived,2019-07-18T00:00:00Z,NA,NA,Review Period Expired,2019-07-18T00:00:00Z,Waived,2019-07-18T00:00:00Z,Issued,2019-07-18T00:00:00Z,Manhattan
2025205-DCA,Active,LPB1 LLC,LA PECORA BIANCA,1133,BROADWAY,NEW YORK,NY,10010,Unenclosed,406,14,34,50035353,40.74367868984531,-73.98922407418277,105,3,http://www.cb5.org,17428-2019-RSWC,Unenclosed,406,14,34,Application Review Completed,2019-12-06T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-10T00:00:00Z,Ready For Review,2019-04-10T00:00:00Z,Approved,2019-04-10T00:00:00Z,NA,NA,Recommend Approval,2019-04-12T00:00:00Z,Waived,2019-05-30T00:00:00Z,NA,NA,Review Period Expired,2019-06-20T00:00:00Z,Approved,2019-12-06T00:00:00Z,Issued,2019-12-06T00:00:00Z,Manhattan
2084456-DCA,Active,87 ATLANTIC PIZZA CORP.,TABLE 87,87,ATLANTIC AVE,BROOKLYN,NY,11201,Unenclosed,124,6,12,41684504,40.691295418827394,-73.99730633205004,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,1063-2019-ASWC,Unenclosed,124,6,12,Application Review Completed,2019-06-21T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-02-01T00:00:00Z,Ready For Review,2019-02-04T00:00:00Z,Approved,2019-02-04T00:00:00Z,NA,NA,Recommend Approval,2019-04-10T00:00:00Z,Recommendation Issued,2019-04-10T00:00:00Z,SWC Public Hearing,2019-03-27T00:00:00Z,Review Period Expired,2019-05-01T00:00:00Z,Approved,2019-06-21T00:00:00Z,Issued,2019-06-21T00:00:00Z,Brooklyn
2053447-DCA,Active,ESQUINA NYC 1402 SECOND LLC,LA ESQUINA,1402,2ND AVE,NEW YORK,NY,10021,Unenclosed,170,6,22,50061416,40.76904391245928,-73.95786185024289,108,5,http://www.cb8m.com/,15052-2019-RSWC,Unenclosed,170,6,22,Application Review Completed,2020-02-07T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-03-21T00:00:00Z,Ready For Review,2019-03-21T00:00:00Z,Approved,2019-03-25T00:00:00Z,NA,NA,Review Period Expired,2019-05-16T00:00:00Z,Waived,2019-05-16T00:00:00Z,NA,NA,Review Period Expired,2019-06-06T00:00:00Z,Approved,2020-02-07T00:00:00Z,Issued,2020-02-07T00:00:00Z,Manhattan
1395732-DCA,Inactive,PAPPARDELLA REST. CORP.,PAPPARDELLA,316,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,283,10,20,41585567,40.779270857280146,-73.97766392889845,107,6,http://www.nyc.gov/mcb7,35274-2019-RSWC,Unenclosed,283,10,20,Application Review Completed,2020-05-14T00:00:00Z,2020-05-05T00:00:00Z,2020-05-05T00:00:00Z,2019-12-12T00:00:00Z,Ready For Review,2019-12-12T00:00:00Z,Process Completed,2019-12-17T00:00:00Z,NA,NA,NA,NA,NA,NA,SWC Public Hearing,2020-02-05T00:00:00Z,NA,NA,NA,NA,NA,NA,Manhattan
0920717-DCA,Active,"THE ODEON, INC.",NA,145,W BROADWAY,NEW YORK,NY,10013,Unenclosed,371,7,28,40930101,40.716912066942314,-74.00793981503874,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,4743-2020-RSWC,Unenclosed,371,7,28,Application Review Completed,2020-06-15T00:00:00Z,2022-04-15T00:00:00Z,NA,2020-03-12T00:00:00Z,Ready For Review,2020-03-12T00:00:00Z,Approved,NA,Proceed,2020-06-15T00:00:00Z,Recommend Approval,2020-06-15T00:00:00Z,Waived,2020-06-15T00:00:00Z,NA,NA,Approved,2020-06-15T00:00:00Z,Approved,2020-06-15T00:00:00Z,Issued,2020-06-15T00:00:00Z,Manhattan
1305734-DCA,Inactive,POLLOS MARIO WOODHAVEN CORP.,NA,6320,WOODHAVEN BLVD,REGO PARK,NY,11374,Enclosed,412,10,40,41379215,40.723727252250114,-73.86907881889725,405,30,http://www.nyc.gov/html/qnscb5/html/home/home.shtml,6549-2020-RSWC,Enclosed,412,10,40,Pending Review,2020-06-18T00:00:00Z,2020-07-18T00:00:00Z,2020-07-18T00:00:00Z,2020-06-18T00:00:00Z,Ready For Review,2020-06-18T00:00:00Z,Issued Temp Op Letter,NA,Pending Review,2020-06-18T00:00:00Z,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Queens
2071242-DCA,Active,EPHESUS CORP,SEVEN HILLS MEDITERRANEAN GRILL,158,W 72ND ST,NEW YORK,NY,10023,Unenclosed,90,4,8,50072197,40.77802805493809,-73.98078758231483,107,6,http://www.nyc.gov/mcb7,5225-2018-ASWC,Unenclosed,90,4,8,Application Review Completed,2018-07-24T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-03-16T00:00:00Z,Ready For Review,2018-03-19T00:00:00Z,Approved,2018-03-19T00:00:00Z,NA,NA,Review Period Expired,2018-05-09T00:00:00Z,Recommendation Issued,2018-05-16T00:00:00Z,SWC Public Hearing,2018-05-09T00:00:00Z,Review Period Expired,2018-06-06T00:00:00Z,Approved,2018-07-24T00:00:00Z,Issued,2018-07-24T00:00:00Z,Manhattan
2050277-DCA,Active,JUICERIE 3 LLC,THE BUTCHER'S DAUGHTER,581,HUDSON ST,NEW YORK,NY,10014,Unenclosed,261,14,26,50048303,40.73636152899387,-74.00601884473187,102,3,http://www.nyc.gov/manhattancb2,19400-2019-RSWC,Unenclosed,261,14,26,Application Review Completed,2019-10-31T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-09T00:00:00Z,Ready For Review,2019-05-09T00:00:00Z,Approved,2019-05-09T00:00:00Z,NA,NA,Review Period Expired,2019-06-27T00:00:00Z,Waived,2019-06-27T00:00:00Z,NA,NA,Review Period Expired,2019-07-18T00:00:00Z,Approved,2019-10-31T00:00:00Z,Issued,2019-10-31T00:00:00Z,Manhattan
1094184-DCA,Inactive,DANA'S LLC,NA,630,9TH AVE,NEW YORK,NY,10036,Unenclosed,565,24,46,40847325,40.759914044317604,-73.99130785190782,104,3,http://www.nyc.gov/mcb4,34985-2019-RSWC,Unenclosed,565,24,46,Pending Review,2020-05-28T00:00:00Z,2020-08-31T00:00:00Z,2020-08-31T00:00:00Z,2019-12-10T00:00:00Z,Ready For Review,2019-12-10T00:00:00Z,Issued Temp Op Letter,2019-12-10T00:00:00Z,Pending Review,2019-12-10T00:00:00Z,Review Period Expired,2020-01-29T00:00:00Z,Waived,2020-01-29T00:00:00Z,NA,NA,Review Period Expired,2020-02-19T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1120483-DCA,Inactive,1 & 3 ON 5TH CORP.,FABIANE'S CAFE & PASTRY,142,N 5TH ST,BROOKLYN,NY,11211,Unenclosed,266,13,26,40858996,40.71650973752599,-73.95884018811975,301,34,http://www.nyc.gov/brooklyncb1,33227-2019-RSWC,Unenclosed,266,13,26,Pending Review,2020-05-28T00:00:00Z,2020-07-14T00:00:00Z,2020-07-14T00:00:00Z,2019-11-21T00:00:00Z,Ready For Review,2019-11-21T00:00:00Z,Issued Temp Op Letter,2019-11-25T00:00:00Z,Pending Review,2019-11-21T00:00:00Z,Review Period Expired,2020-01-14T00:00:00Z,Waived,2020-01-14T00:00:00Z,NA,NA,Review Period Expired,2020-02-04T00:00:00Z,Pending Review,NA,Pending Review,NA,Brooklyn
1072286-DCA,Active,OMONIA CAFE INC.,NA,3220,BROADWAY,ASTORIA,NY,11106,Enclosed,497,21,48,40372445,40.761113599589216,-73.92421305719117,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,19048-2019-RSWC,Enclosed,497,21,48,Application Review Completed,2019-05-10T00:00:00Z,2021-05-15T00:00:00Z,NA,2019-05-01T00:00:00Z,Ready For Review,2019-05-01T00:00:00Z,Approved,NA,Proceed,2019-05-10T00:00:00Z,Recommend Approval,2019-05-10T00:00:00Z,Waived,2019-05-10T00:00:00Z,NA,NA,Approved,2019-05-10T00:00:00Z,Approved,2019-05-10T00:00:00Z,Issued,2019-05-10T00:00:00Z,Queens
2027036-DCA,Active,FONDA OF CHELSEA LLC,FONDA CHELSEA,189,9TH AVE,NEW YORK,NY,10011,Unenclosed,86,3,6,50010297,40.74556207161515,-74.00218339564856,104,3,http://www.nyc.gov/mcb4,27943-2019-RSWC,Unenclosed,86,3,6,Application Review Completed,2019-09-26T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-09-26T00:00:00Z,Ready For Review,2019-09-26T00:00:00Z,Approved,NA,Proceed,2019-09-26T00:00:00Z,Recommend Approval,2019-09-26T00:00:00Z,Recommendation Issued,2019-09-26T00:00:00Z,NA,NA,NA,NA,Approved,2019-09-26T00:00:00Z,Issued,2019-09-26T00:00:00Z,Manhattan
1392090-DCA,Active,IXHEL CORPORATION,CAFE FRIDA,368,COLUMBUS AVE,NEW YORK,NY,10024,Enclosed,285,10,28,40758427,40.78090371627159,-73.97636709174138,107,6,http://www.nyc.gov/mcb7,18974-2019-RSWC,Enclosed,285,10,28,Application Review Completed,2019-04-30T00:00:00Z,2021-05-15T00:00:00Z,NA,2019-04-30T00:00:00Z,Ready For Review,2019-04-30T00:00:00Z,Approved,NA,Proceed,2019-04-30T00:00:00Z,Review Period Expired,2019-04-30T00:00:00Z,Waived,2019-04-30T00:00:00Z,NA,NA,Approved,2019-04-30T00:00:00Z,Approved,2019-04-30T00:00:00Z,Issued,2019-04-30T00:00:00Z,Manhattan
2041113-DCA,Inactive,VER34 LLC,WINE 34,127,E 34TH ST,NEW YORK,NY,10016,Small Unenclosed,70,4,8,50040779,40.746754330367764,-73.98004954173088,106,2,http://cbsix.org,12439-2018-RSWC,Small Unenclosed,70,4,8,Application Review Completed,2019-08-07T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-06T00:00:00Z,Ready For Review,2018-09-06T00:00:00Z,Approved,2018-09-07T00:00:00Z,NA,NA,Recommend Approval,2018-10-10T00:00:00Z,Waived,2018-10-10T00:00:00Z,NA,NA,Review Period Expired,2018-10-31T00:00:00Z,Approved,2019-08-07T00:00:00Z,Issued,2019-08-07T00:00:00Z,Manhattan
2038099-DCA,Inactive,CHEZ JOSEPHINE LTD.,NA,414,W 42ND ST,NEW YORK,NY,10036,Unenclosed,168,8,16,40384671,40.75850613185099,-73.99344132091315,104,3,http://www.nyc.gov/mcb4,26227-2018-RSWC,Unenclosed,168,8,16,Application Review Completed,2019-05-07T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-11-02T00:00:00Z,Issued Temp Op Letter,2018-11-02T00:00:00Z,Approved,2018-11-05T00:00:00Z,NA,NA,Review Period Expired,2018-12-27T00:00:00Z,Waived,2018-12-27T00:00:00Z,NA,NA,Review Period Expired,2019-01-17T00:00:00Z,Approved,2019-05-07T00:00:00Z,Issued,2019-05-07T00:00:00Z,Manhattan
2093338-DCA,Active,MIDTOWN KITCHEN LLC,NA,941,2ND AVE,NEW YORK,NY,10022,Unenclosed,151,7,14,50094180,40.75478839837737,-73.96859806021119,106,4,http://cbsix.org,12870-2019-ASWC,Unenclosed,151,7,14,Application Review Completed,2020-03-11T00:00:00Z,2021-12-15T00:00:00Z,NA,2019-11-15T00:00:00Z,Ready For Review,2019-11-15T00:00:00Z,Approved,2019-11-18T00:00:00Z,NA,NA,Review Period Expired,2020-01-06T00:00:00Z,Waived,2020-01-06T00:00:00Z,NA,NA,Review Period Expired,2020-01-27T00:00:00Z,Approved,2020-03-11T00:00:00Z,Issued,2020-03-11T00:00:00Z,Manhattan
